"AnonID","State","Started.on","Completed","Time.taken","Grade.100.00","Q1..5.00","Q2..5.00","Q3..5.00","Q4..5.00","Q5..5.00","Q6..5.00","Q7..5.00","Q8..5.00","Q9..5.00","Q10..5.00","Q11..5.00","Q12..5.00","Q13..5.00","Q14..5.00","Q15..5.00","Q16..5.00","Q17..5.00","Q18..5.00","Q19..5.00","Q20..5.00"
"Sed6f90d6","Finished","20 August 2019  8:16 PM","20 August 2019  9:19 PM","1 hour 2 mins",84,"5.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","2.50","2.50","5.00","5.00","5.00","2.00","0.00","5.00","5.00","5.00","5.00","5.00"
"S63ac73c4","Finished","21 August 2019  12:45 AM","21 August 2019  1:26 AM","41 mins 10 secs",51.5,"5.00","-","5.00","0.00","2.00","5.00","0.00","5.00","0.00","-","5.00","0.00","2.00","0.00","2.50","5.00","5.00","5.00","0.00","5.00"
"Sd56b3da1","Finished","21 August 2019  6:06 AM","21 August 2019  7:36 AM","1 hour 29 mins",95,"5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00"
"S3e10071c","Finished","21 August 2019  7:38 AM","21 August 2019  7:51 AM","12 mins 47 secs",3.5,"2.50","0.00","1.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sb876af38","Finished","21 August 2019  7:43 AM","21 August 2019  8:49 AM","1 hour 5 mins",92,"5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"Scbd2d199","Finished","21 August 2019  9:07 AM","21 August 2019  9:49 AM","41 mins 13 secs",87,"5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00"
"S92d5f303","Finished","21 August 2019  9:57 AM","21 August 2019  11:27 AM","1 hour 29 mins",75.75,"5.00","5.00","5.00","5.00","-","0.00","0.00","5.00","5.00","3.75","2.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00"
"Sc6daa516","Finished","21 August 2019  10:45 AM","21 August 2019  11:37 AM","52 mins 5 secs",83.25,"5.00","5.00","2.00","0.00","-","5.00","5.00","5.00","2.50","3.75","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S12154e75","Finished","21 August 2019  10:53 AM","21 August 2019  12:20 PM","1 hour 27 mins",91.25,"5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","1.25","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00"
"Sa5c7a86f","Finished","21 August 2019  11:11 AM","21 August 2019  11:58 AM","47 mins 3 secs",85,"5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","0.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"Sd4c8e18e","Finished","21 August 2019  11:15 AM","21 August 2019  12:36 PM","1 hour 20 mins",92,"5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00"
"S6e4b7b9d","Finished","21 August 2019  11:28 AM","21 August 2019  12:42 PM","1 hour 13 mins",78.25,"5.00","5.00","5.00","5.00","2.00","5.00","0.00","5.00","5.00","1.25","5.00","5.00","5.00","5.00","0.00","5.00","5.00","0.00","5.00","5.00"
"S861fd91f","Finished","21 August 2019  11:40 AM","21 August 2019  12:49 PM","1 hour 9 mins",75,"5.00","0.00","5.00","5.00","0.00","5.00","0.00","5.00","2.50","2.50","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00"
"Sb500d14e","Finished","21 August 2019  11:59 AM","21 August 2019  1:29 PM","1 hour 29 mins",86.5,"5.00","5.00","5.00","5.00","2.00","5.00","0.00","5.00","2.50","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"Sb2b812af","Finished","21 August 2019  12:02 PM","21 August 2019  1:19 PM","1 hour 17 mins",84.38,"5.00","5.00","5.00","5.00","-","5.00","0.00","5.00","5.00","4.38","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00"
"Sec5bc770","Finished","21 August 2019  12:38 PM","21 August 2019  2:04 PM","1 hour 25 mins",78.88,"5.00","5.00","5.00","0.00","-","5.00","0.00","5.00","5.00","1.88","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00"
"Sf407fb17","Finished","21 August 2019  1:10 PM","21 August 2019  2:01 PM","50 mins 54 secs",59.75,"5.00","0.00","5.00","0.00","2.00","5.00","0.00","5.00","2.50","2.50","2.00","5.00","5.00","2.00","3.75","0.00","5.00","5.00","0.00","5.00"
"Sf1fbc256","Finished","21 August 2019  1:17 PM","21 August 2019  2:47 PM","1 hour 30 mins",56.25,"5.00","5.00","3.00","0.00","0.00","5.00","0.00","5.00","5.00","1.25","5.00","5.00","0.00","2.00","-","5.00","5.00","5.00","-","-"
"Sc797bbf9","Finished","21 August 2019  1:23 PM","21 August 2019  2:51 PM","1 hour 27 mins",95,"5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"Sbc8cfa3e","Finished","21 August 2019  1:25 PM","21 August 2019  2:22 PM","56 mins 38 secs",69.25,"5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","5.00","1.25","5.00","4.00","2.00","2.00","0.00","5.00","5.00","5.00","0.00","0.00"
"S4e6e9ca5","Finished","21 August 2019  1:35 PM","21 August 2019  2:31 PM","55 mins 58 secs",85.25,"5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","1.25","2.00","5.00","5.00","2.00","0.00","5.00","5.00","5.00","5.00","5.00"
"Se7707c51","Finished","21 August 2019  1:49 PM","21 August 2019  3:10 PM","1 hour 21 mins",90,"5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","-","0.00"
"S9ffb6df2","Finished","21 August 2019  2:28 PM","21 August 2019  4:10 PM","1 hour 41 mins",16,"5.00","5.00","1.00","-","-","5.00","-","-","-","-","-","-","0.00","0.00","-","0.00","-","-","-","-"
"S0469a05e","Finished","21 August 2019  2:31 PM","21 August 2019  4:01 PM","1 hour 30 mins",87,"5.00","5.00","5.00","0.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S5a6a1eed","Finished","21 August 2019  2:35 PM","21 August 2019  4:05 PM","1 hour 30 mins",67,"5.00","5.00","4.00","5.00","-","5.00","0.00","0.00","5.00","-","2.00","4.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","-"
"Scb0215c4","Finished","21 August 2019  2:39 PM","21 August 2019  3:07 PM","28 mins 26 secs",0,"0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sc840d957","Finished","21 August 2019  2:48 PM","21 August 2019  4:18 PM","1 hour 30 mins",79.38,"5.00","5.00","3.00","0.00","3.00","2.50","5.00","5.00","5.00","3.13","5.00","5.00","2.00","2.00","3.75","5.00","5.00","5.00","5.00","5.00"
"Sfd732aa4","Finished","21 August 2019  3:11 PM","21 August 2019  4:22 PM","1 hour 10 mins",52.75,"5.00","0.00","5.00","5.00","-","5.00","0.00","5.00","5.00","-","2.00","5.00","5.00","2.00","3.75","5.00","0.00","0.00","-","-"
"Sd5e62559","Finished","21 August 2019  3:54 PM","21 August 2019  5:10 PM","1 hour 16 mins",43.75,"5.00","0.00","5.00","5.00","0.00","0.00","0.00","0.00","2.50","1.25","2.00","5.00","2.00","1.00","0.00","5.00","5.00","5.00","-","0.00"
"S71b00013","Finished","21 August 2019  4:01 PM","21 August 2019  5:10 PM","1 hour 9 mins",92.5,"5.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","2.50","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S6347ae90","Finished","21 August 2019  4:18 PM","21 August 2019  5:48 PM","1 hour 29 mins",90,"5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00"
"S9c59ed35","Finished","21 August 2019  4:35 PM","21 August 2019  5:46 PM","1 hour 10 mins",87,"5.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","2.50","5.00","5.00","5.00","5.00","5.00","2.50","5.00","5.00","5.00","5.00","-"
"S49401797","Finished","21 August 2019  4:47 PM","21 August 2019  6:13 PM","1 hour 26 mins",97,"5.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S08482efa","Finished","21 August 2019  4:56 PM","21 August 2019  6:16 PM","1 hour 19 mins",88.88,"5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","2.50","4.38","2.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00"
"S5c7e67b6","Finished","21 August 2019  5:32 PM","21 August 2019  6:55 PM","1 hour 22 mins",94.38,"5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","5.00","4.38","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"Sb9a82207","Finished","21 August 2019  6:00 PM","21 August 2019  6:49 PM","49 mins 6 secs",88.5,"5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","2.00","4.00","5.00","5.00","2.50","5.00","5.00","5.00","5.00","5.00"
"S6087ffc1","Finished","21 August 2019  6:19 PM","21 August 2019  7:30 PM","1 hour 11 mins",96.25,"5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","1.25","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S364b472c","Finished","21 August 2019  6:24 PM","21 August 2019  7:55 PM","1 hour 31 mins",87,"5.00","5.00","5.00","5.00","2.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00"
"Sca157791","Finished","21 August 2019  6:58 PM","21 August 2019  8:14 PM","1 hour 16 mins",87.5,"5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","2.50","5.00","5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00"
"S63a4ef3a","Finished","21 August 2019  7:17 PM","21 August 2019  8:47 PM","1 hour 30 mins",77,"5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","-","5.00","2.00","5.00","5.00","5.00","5.00","0.00","-"
"S978238c4","Finished","21 August 2019  7:35 PM","21 August 2019  8:36 PM","1 hour 1 min",95,"5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S1221125f","Finished","21 August 2019  8:03 PM","21 August 2019  9:07 PM","1 hour 3 mins",94.5,"5.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","2.50","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"Sc145a8f2","Finished","21 August 2019  8:04 PM","21 August 2019  9:29 PM","1 hour 24 mins",72,"5.00","5.00","5.00","5.00","2.00","0.00","0.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00","0.00"
"S7ea41b1a","Finished","21 August 2019  8:17 PM","21 August 2019  9:46 PM","1 hour 29 mins",67.5,"5.00","0.00","3.00","5.00","-","5.00","5.00","5.00","2.50","0.00","0.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","0.00","5.00"
"S3802876f","Finished","21 August 2019  8:32 PM","21 August 2019  9:52 PM","1 hour 19 mins",81.5,"5.00","5.00","5.00","5.00","5.00","2.50","5.00","5.00","5.00","-","2.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","-"
"S5665eaaa","Finished","21 August 2019  9:00 PM","21 August 2019  9:45 PM","44 mins 29 secs",95,"5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S3844e42d","Finished","21 August 2019  9:43 PM","21 August 2019  10:28 PM","45 mins 18 secs",93.25,"5.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","1.25","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"Saf4fdb2d","Finished","22 August 2019  2:38 AM","22 August 2019  3:38 AM","59 mins 28 secs",95,"5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00"
"Se87a99d1","Finished","22 August 2019  5:38 AM","22 August 2019  6:39 AM","1 hour 1 min",55.13,"0.00","0.00","3.00","5.00","2.00","5.00","5.00","0.00","5.00","0.63","1.00","4.00","0.00","2.00","2.50","5.00","5.00","5.00","5.00","0.00"
"S836b75b2","Finished","22 August 2019  8:15 AM","22 August 2019  9:32 AM","1 hour 17 mins",100,"5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"Sb823c85b","Finished","22 August 2019  8:25 AM","22 August 2019  9:47 AM","1 hour 21 mins",92,"5.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","5.00"
"Sbd352b83","Finished","22 August 2019  8:28 AM","22 August 2019  9:52 AM","1 hour 24 mins",81.5,"5.00","5.00","5.00","5.00","-","5.00","0.00","5.00","5.00","2.50","5.00","5.00","2.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00"
"Sba625c40","Finished","22 August 2019  8:41 AM","22 August 2019  10:11 AM","1 hour 30 mins",79.13,"5.00","5.00","4.00","5.00","0.00","5.00","0.00","5.00","5.00","3.13","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00"
"Sfcbda227","Finished","22 August 2019  8:48 AM","22 August 2019  10:18 AM","1 hour 30 mins",65,"5.00","5.00","5.00","5.00","-","5.00","-","5.00","0.00","5.00","5.00","-","5.00","5.00","5.00","5.00","5.00","-","-","0.00"
"S892eb716","Finished","22 August 2019  9:18 AM","22 August 2019  10:48 AM","1 hour 29 mins",88.88,"5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","5.00","1.88","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S70a642b3","Finished","22 August 2019  10:02 AM","22 August 2019  11:28 AM","1 hour 25 mins",83.25,"5.00","5.00","5.00","5.00","-","5.00","5.00","5.00","5.00","3.75","5.00","5.00","5.00","2.00","2.50","5.00","5.00","5.00","5.00","0.00"
"S28bcbfea","Finished","22 August 2019  10:08 AM","22 August 2019  11:22 AM","1 hour 13 mins",97,"5.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S8d76d55f","Finished","22 August 2019  10:38 AM","22 August 2019  12:04 PM","1 hour 25 mins",73.5,"5.00","5.00","3.00","-","2.00","5.00","0.00","5.00","5.00","2.50","5.00","-","5.00","1.00","5.00","5.00","5.00","5.00","5.00","5.00"
"Se858f976","Finished","22 August 2019  10:57 AM","22 August 2019  11:51 AM","53 mins 53 secs",90,"5.00","0.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S1789154a","Finished","22 August 2019  11:02 AM","22 August 2019  12:29 PM","1 hour 27 mins",90.75,"5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","3.75","5.00","5.00","2.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00"
"Sb1e2fea5","Finished","22 August 2019  11:29 AM","22 August 2019  12:59 PM","1 hour 30 mins",92,"5.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00"
"Scaf8264c","Finished","22 August 2019  11:29 AM","22 August 2019  12:59 PM","1 hour 29 mins",85,"5.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00","4.00","5.00","4.00","5.00","5.00","5.00","5.00","0.00","0.00"
"S34ea7421","Finished","22 August 2019  11:54 AM","22 August 2019  1:23 PM","1 hour 29 mins",59,"0.00","5.00","5.00","5.00","2.00","0.00","-","5.00","5.00","-","5.00","5.00","2.00","0.00","5.00","5.00","5.00","5.00","-","-"
"S453abcbe","Finished","22 August 2019  11:58 AM","22 August 2019  1:23 PM","1 hour 24 mins",85.63,"5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","2.50","3.13","5.00","5.00","5.00","5.00","0.00","5.00","5.00","0.00","5.00","5.00"
"S64251c57","Finished","22 August 2019  12:19 PM","22 August 2019  1:47 PM","1 hour 28 mins",82,"5.00","5.00","5.00","5.00","0.00","5.00","0.00","5.00","5.00","5.00","5.00","-","5.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00"
"Scb44f25a","Finished","22 August 2019  12:31 PM","22 August 2019  2:01 PM","1 hour 30 mins",69.63,"5.00","5.00","4.00","5.00","-","-","-","5.00","2.50","3.13","5.00","5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","0.00"
"S1b5c1082","Finished","22 August 2019  12:41 PM","22 August 2019  1:54 PM","1 hour 12 mins",28.75,"0.00","0.00","3.00","0.00","2.00","-","-","5.00","2.50","1.25","5.00","0.00","-","-","5.00","5.00","0.00","0.00","-","-"
"S8d67fc75","Finished","22 August 2019  12:48 PM","22 August 2019  1:38 PM","49 mins 58 secs",87,"5.00","5.00","5.00","5.00","2.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","5.00"
"S7fb35e77","Finished","22 August 2019  12:49 PM","22 August 2019  1:41 PM","51 mins 55 secs",60.75,"0.00","5.00","3.00","5.00","2.00","5.00","0.00","5.00","0.00","0.00","5.00","5.00","5.00","2.00","3.75","5.00","5.00","0.00","5.00","0.00"
"Se57c8888","Finished","22 August 2019  12:51 PM","22 August 2019  1:23 PM","31 mins 30 secs",95,"5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00"
"Scd976e23","Finished","22 August 2019  12:55 PM","22 August 2019  2:23 PM","1 hour 28 mins",100,"5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S373ed3d7","Finished","22 August 2019  12:56 PM","22 August 2019  2:26 PM","1 hour 30 mins",72.25,"5.00","5.00","5.00","0.00","2.00","-","0.00","5.00","5.00","1.25","2.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"Sa75c45bf","Finished","22 August 2019  1:20 PM","22 August 2019  2:45 PM","1 hour 25 mins",85.75,"5.00","5.00","5.00","5.00","2.00","5.00","0.00","5.00","5.00","3.75","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00"
"S3c5fdd8a","Finished","22 August 2019  1:55 PM","22 August 2019  3:02 PM","1 hour 7 mins",98,"5.00","5.00","5.00","5.00","3.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S5a9638e0","Finished","22 August 2019  2:05 PM","22 August 2019  3:35 PM","1 hour 30 mins",74.5,"5.00","5.00","5.00","5.00","0.00","5.00","-","5.00","5.00","-","5.00","5.00","2.00","5.00","2.50","5.00","5.00","5.00","-","5.00"
"Sc50f2215","Finished","22 August 2019  2:08 PM","22 August 2019  3:38 PM","1 hour 30 mins",84.88,"5.00","5.00","4.00","5.00","2.00","5.00","5.00","5.00","5.00","4.38","5.00","5.00","5.00","2.00","2.50","5.00","5.00","5.00","0.00","5.00"
"S0f5af79c","Finished","22 August 2019  2:13 PM","22 August 2019  3:42 PM","1 hour 29 mins",54.63,"5.00","-","5.00","5.00","-","0.00","5.00","5.00","0.00","0.63","2.00","5.00","5.00","2.00","5.00","5.00","5.00","0.00","-","0.00"
"S5ebdfcef","Finished","22 August 2019  2:27 PM","22 August 2019  3:42 PM","1 hour 15 mins",66.75,"5.00","5.00","1.00","5.00","2.00","-","0.00","5.00","0.00","3.75","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00","0.00"
"Sc1b15aa7","Finished","22 August 2019  2:39 PM","22 August 2019  4:09 PM","1 hour 30 mins",80.38,"5.00","5.00","5.00","5.00","-","5.00","-","5.00","5.00","4.38","5.00","5.00","2.00","4.00","5.00","5.00","5.00","5.00","-","5.00"
"Se1d17ca4","Finished","22 August 2019  2:43 PM","22 August 2019  3:39 PM","56 mins 12 secs",80.75,"5.00","5.00","2.00","5.00","5.00","5.00","0.00","5.00","5.00","3.75","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00","0.00"
"Sd0ebe785","Finished","22 August 2019  3:11 PM","22 August 2019  4:20 PM","1 hour 9 mins",88.5,"5.00","5.00","5.00","5.00","2.00","5.00","0.00","5.00","5.00","2.50","5.00","4.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S4e463856","Finished","22 August 2019  3:22 PM","22 August 2019  4:32 PM","1 hour 9 mins",80.13,"5.00","5.00","5.00","5.00","2.00","5.00","0.00","0.00","5.00","3.13","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S2a5ef031","Finished","22 August 2019  4:13 PM","22 August 2019  4:58 PM","45 mins 48 secs",81.5,"5.00","5.00","5.00","5.00","2.00","2.50","0.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00"
"S09a6b94c","Finished","22 August 2019  4:18 PM","22 August 2019  5:30 PM","1 hour 12 mins",79.5,"5.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","2.50","5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","0.00","0.00"
"S1ebc9947","Finished","22 August 2019  4:47 PM","22 August 2019  6:17 PM","1 hour 30 mins",49.25,"5.00","0.00","5.00","5.00","2.00","-","0.00","5.00","0.00","1.25","1.00","4.00","5.00","1.00","5.00","5.00","5.00","0.00","0.00","-"
"Sbb1d27b4","Finished","22 August 2019  7:27 PM","22 August 2019  8:17 PM","49 mins 21 secs",100,"5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S77226230","Finished","22 August 2019  7:49 PM","22 August 2019  8:57 PM","1 hour 7 mins",83.75,"5.00","5.00","4.00","5.00","0.00","5.00","5.00","5.00","5.00","3.75","5.00","5.00","5.00","1.00","5.00","5.00","5.00","5.00","5.00","0.00"
"S80bcf4e1","Finished","22 August 2019  8:08 PM","22 August 2019  9:18 PM","1 hour 9 mins",87.5,"5.00","5.00","5.00","5.00","0.00","5.00","0.00","5.00","2.50","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"Scbecea03","Finished","23 August 2019  2:09 AM","23 August 2019  3:14 AM","1 hour 4 mins",92,"5.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00"
