"AnonID","State","Started.on","Completed","Time.taken","Grade.100.00","Q1..5.00","Q2..5.00","Q3..5.00","Q4..5.00","Q5..5.00","Q6..5.00","Q7..5.00","Q8..5.00","Q9..5.00","Q10..5.00","Q11..5.00","Q12..5.00","Q13..5.00","Q14..5.00","Q15..5.00","Q16..5.00","Q17..5.00","Q18..5.00","Q19..5.00","Q20..5.00"
"S8ff9e573","Finished","14 January 2019  2:24 PM","14 January 2019  3:20 PM","55 mins 40 secs",73.88,"5.00","5.00","5.00","5.00","0.00","5.00","0.00","5.00","5.00","1.88","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","0.00","0.00"
"S48c4cd49","Finished","14 January 2019  2:45 PM","14 January 2019  3:51 PM","1 hour 6 mins",93.25,"5.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","2.50","3.75","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S43be7090","Finished","14 January 2019  2:52 PM","14 January 2019  3:58 PM","1 hour 6 mins",54,"5.00","0.00","1.25","0.00","5.00","0.00","0.00","5.00","5.00","3.75","2.00","5.00","5.00","2.00","0.00","5.00","5.00","5.00","0.00","-"
"S2c096fd1","Finished","14 January 2019  2:53 PM","14 January 2019  4:35 PM","1 hour 41 mins",15,"5.00","5.00","5.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"S6c15f1e3","Finished","14 January 2019  3:34 PM","14 January 2019  4:24 PM","50 mins 41 secs",75.75,"0.00","-","5.00","-","2.00","5.00","5.00","5.00","5.00","3.75","5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00"
"Sc3e5c2c8","Finished","14 January 2019  3:49 PM","14 January 2019  4:33 PM","43 mins 34 secs",84.5,"5.00","0.00","5.00","5.00","2.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","2.50","5.00","5.00","5.00","5.00","5.00"
"Sf6882079","Finished","14 January 2019  3:55 PM","14 January 2019  5:16 PM","1 hour 20 mins",76.5,"5.00","5.00","5.00","5.00","0.00","5.00","0.00","5.00","5.00","5.00","5.00","0.00","2.00","2.00","2.50","5.00","5.00","5.00","5.00","5.00"
"S84dd62b3","Finished","14 January 2019  3:56 PM","14 January 2019  4:44 PM","47 mins 55 secs",83.25,"5.00","5.00","5.00","5.00","2.00","5.00","0.00","5.00","5.00","1.25","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00"
"S1899161a","Finished","14 January 2019  4:09 PM","14 January 2019  4:58 PM","48 mins 39 secs",94,"5.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S391036d4","Finished","14 January 2019  4:16 PM","14 January 2019  5:20 PM","1 hour 4 mins",90,"5.00","5.00","5.00","5.00","0.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S265b0c58","Finished","14 January 2019  4:48 PM","14 January 2019  6:06 PM","1 hour 17 mins",73.75,"2.50","5.00","3.75","0.00","0.00","5.00","5.00","5.00","2.50","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00","-"
"S7f75f85d","Finished","14 January 2019  5:14 PM","14 January 2019  5:55 PM","41 mins 18 secs",95,"5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S80ed1538","Finished","14 January 2019  5:32 PM","14 January 2019  6:25 PM","52 mins 51 secs",92,"5.00","5.00","5.00","5.00","-","5.00","5.00","5.00","5.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S85ae9183","Finished","14 January 2019  6:20 PM","14 January 2019  7:10 PM","50 mins 23 secs",93,"5.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","1.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S2f1e0cd5","Finished","14 January 2019  7:24 PM","14 January 2019  8:32 PM","1 hour 8 mins",72.63,"5.00","5.00","2.50","0.00","0.00","5.00","0.00","5.00","5.00","3.13","5.00","0.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00"
"Sfce07e82","Finished","14 January 2019  7:26 PM","14 January 2019  8:38 PM","1 hour 12 mins",81.5,"5.00","5.00","5.00","5.00","2.00","0.00","5.00","5.00","5.00","2.50","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","0.00"
"S2cf8e900","Finished","14 January 2019  7:31 PM","14 January 2019  8:35 PM","1 hour 4 mins",92.5,"5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","2.50","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S5c7ee36a","Finished","14 January 2019  8:01 PM","14 January 2019  9:08 PM","1 hour 7 mins",80.25,"5.00","5.00","1.25","5.00","2.00","5.00","0.00","5.00","5.00","5.00","2.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S8409beb7","Finished","14 January 2019  8:23 PM","14 January 2019  9:05 PM","42 mins 48 secs",60.13,"5.00","5.00","0.00","5.00","-","5.00","0.00","5.00","5.00","3.13","5.00","-","5.00","2.00","5.00","5.00","5.00","0.00","-","0.00"
"S7352a8e9","Finished","14 January 2019  8:25 PM","14 January 2019  9:45 PM","1 hour 20 mins",99.38,"5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","4.38","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"Sb94942c5","Finished","14 January 2019  8:38 PM","14 January 2019  9:55 PM","1 hour 17 mins",88.25,"5.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","0.00","1.25","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S94a92641","Finished","14 January 2019  8:39 PM","14 January 2019  9:52 PM","1 hour 12 mins",91.38,"5.00","5.00","3.75","5.00","5.00","5.00","5.00","5.00","2.50","3.13","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S13abceaa","Finished","14 January 2019  8:46 PM","14 January 2019  10:06 PM","1 hour 20 mins",81.5,"2.50","5.00","1.25","5.00","2.00","5.00","5.00","5.00","5.00","1.25","2.00","5.00","5.00","5.00","2.50","5.00","5.00","5.00","5.00","5.00"
"Sda001215","Finished","14 January 2019  9:13 PM","14 January 2019  10:35 PM","1 hour 21 mins",87,"5.00","5.00","5.00","5.00","2.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00"
"S93814207","Finished","14 January 2019  9:22 PM","14 January 2019  10:27 PM","1 hour 5 mins",87,"5.00","0.00","5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S98389025","Finished","14 January 2019  10:28 PM","14 January 2019  11:10 PM","42 mins 8 secs",86,"5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00","1.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00"
"S3da62f86","Finished","14 January 2019  10:36 PM","14 January 2019  11:33 PM","57 mins 10 secs",79.5,"5.00","5.00","5.00","5.00","0.00","5.00","0.00","5.00","2.50","5.00","5.00","5.00","2.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00"
"Sb152ed3e","Finished","14 January 2019  11:01 PM","15 January 2019  12:21 AM","1 hour 20 mins",90.13,"5.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","3.13","5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00"
"Sacb6f8ab","Finished","15 January 2019  3:24 AM","15 January 2019  4:08 AM","44 mins 15 secs",67.75,"5.00","5.00","3.75","5.00","2.00","5.00","-","5.00","0.00","0.00","5.00","5.00","5.00","2.00","0.00","5.00","5.00","5.00","-","5.00"
"S472b33af","Finished","15 January 2019  4:55 AM","15 January 2019  5:47 AM","52 mins 6 secs",83.75,"5.00","5.00","5.00","5.00","0.00","5.00","0.00","5.00","5.00","3.75","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00"
"S90a94720","Finished","15 January 2019  6:40 AM","15 January 2019  7:32 AM","51 mins 50 secs",90,"5.00","5.00","5.00","5.00","0.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S6ccbc2e8","Finished","15 January 2019  7:28 AM","15 January 2019  8:26 AM","58 mins 31 secs",79.5,"5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","2.50","5.00","0.00","0.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00"
"Sa43bfc2c","Finished","15 January 2019  11:04 AM","15 January 2019  12:23 PM","1 hour 18 mins",71.5,"0.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","2.50","5.00","2.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","-","0.00"
"Sfe327949","Finished","15 January 2019  11:10 AM","15 January 2019  12:31 PM","1 hour 20 mins",85,"5.00","5.00","5.00","-","-","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","-","5.00"
"S0c50d6d9","Finished","15 January 2019  11:24 AM","15 January 2019  12:02 PM","37 mins 47 secs",74.5,"5.00","5.00","5.00","5.00","5.00","5.00","0.00","0.00","2.50","2.50","5.00","5.00","5.00","2.00","2.50","5.00","5.00","0.00","5.00","5.00"
"S72926a69","Finished","15 January 2019  12:11 PM","15 January 2019  1:32 PM","1 hour 21 mins",86,"5.00","5.00","5.00","5.00","0.00","5.00","5.00","0.00","5.00","5.00","5.00","1.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S785b736f","Finished","15 January 2019  12:22 PM","15 January 2019  1:52 PM","1 hour 30 mins",53.5,"5.00","0.00","5.00","5.00","-","5.00","5.00","5.00","2.50","0.00","-","0.00","5.00","1.00","5.00","5.00","5.00","0.00","-","-"
"S380b4ec5","Finished","15 January 2019  12:31 PM","15 January 2019  2:00 PM","1 hour 29 mins",59.5,"5.00","5.00","-","5.00","-","5.00","5.00","5.00","2.50","0.00","-","5.00","5.00","2.00","5.00","5.00","5.00","-","-","-"
"S12d15bb7","Finished","15 January 2019  12:40 PM","15 January 2019  1:48 PM","1 hour 7 mins",93.38,"5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","5.00","4.38","5.00","5.00","5.00","4.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S7c8a8307","Finished","15 January 2019  1:01 PM","15 January 2019  2:18 PM","1 hour 17 mins",56,"5.00","0.00","1.25","5.00","0.00","5.00","0.00","5.00","2.50","1.25","5.00","4.00","0.00","2.00","5.00","5.00","5.00","0.00","5.00","0.00"
"S562981c6","Finished","15 January 2019  1:16 PM","15 January 2019  2:17 PM","1 hour",87,"5.00","5.00","5.00","5.00","0.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S2cf5a610","Finished","15 January 2019  1:47 PM","15 January 2019  2:35 PM","48 mins 29 secs",89.5,"5.00","5.00","2.50","5.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00"
"S2f1baa9a","Finished","15 January 2019  2:01 PM","15 January 2019  3:31 PM","1 hour 30 mins",78.25,"0.00","5.00","5.00","5.00","2.00","5.00","-","0.00","5.00","1.25","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S4ea1ff46","Finished","15 January 2019  2:21 PM","15 January 2019  3:43 PM","1 hour 21 mins",89.5,"5.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","2.50","5.00","5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00"
"S6acd531d","Finished","15 January 2019  2:28 PM","15 January 2019  3:22 PM","54 mins 14 secs",69,"5.00","0.00","5.00","5.00","0.00","5.00","0.00","5.00","5.00","5.00","2.00","5.00","5.00","2.00","5.00","5.00","5.00","0.00","0.00","5.00"
"S08698fd9","Finished","15 January 2019  2:38 PM","15 January 2019  3:22 PM","44 mins 47 secs",71.38,"5.00","5.00","5.00","5.00","-","5.00","0.00","0.00","5.00","4.38","5.00","5.00","-","2.00","5.00","5.00","5.00","5.00","5.00","-"
"S249d314e","Finished","15 January 2019  3:01 PM","15 January 2019  4:20 PM","1 hour 18 mins",87,"5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","0.00","5.00","5.00"
"Sd04a3a15","Finished","15 January 2019  3:11 PM","15 January 2019  4:18 PM","1 hour 6 mins",74,"5.00","0.00","5.00","5.00","5.00","5.00","-","5.00","5.00","0.00","2.00","5.00","5.00","2.00","0.00","5.00","5.00","5.00","5.00","5.00"
"S8c58faca","Finished","15 January 2019  3:38 PM","15 January 2019  4:45 PM","1 hour 6 mins",100,"5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S483c619d","Finished","15 January 2019  3:46 PM","15 January 2019  5:12 PM","1 hour 26 mins",90.75,"5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","5.00","3.75","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S5295023a","Finished","15 January 2019  3:47 PM","15 January 2019  4:55 PM","1 hour 8 mins",85.75,"5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","3.75","2.00","5.00","5.00","-","5.00","5.00","5.00","5.00","5.00","0.00"
"S8f48a3bc","Finished","15 January 2019  4:23 PM","15 January 2019  5:53 PM","1 hour 30 mins",80.13,"0.00","0.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","3.13","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00"
"Sa2c799a7","Finished","15 January 2019  4:43 PM","15 January 2019  5:28 PM","45 mins 24 secs",82,"5.00","5.00","5.00","5.00","-","5.00","-","5.00","5.00","0.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S97ad45ea","Finished","15 January 2019  5:27 PM","15 January 2019  5:49 PM","22 mins 15 secs",94,"5.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S9029a570","Finished","15 January 2019  5:32 PM","15 January 2019  5:56 PM","24 mins 14 secs",13.75,"5.00","5.00","3.75","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sda213b89","Finished","15 January 2019  5:43 PM","15 January 2019  6:13 PM","30 mins 6 secs",52,"5.00","0.00","5.00","5.00","2.00","5.00","0.00","0.00","2.50","3.75","5.00","5.00","0.00","0.00","3.75","5.00","5.00","0.00","-","-"
"S88e793e9","Finished","15 January 2019  6:09 PM","15 January 2019  6:54 PM","45 mins 19 secs",93.5,"5.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","2.50","5.00","5.00","4.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S23673882","Finished","15 January 2019  6:28 PM","15 January 2019  7:33 PM","1 hour 5 mins",85.75,"5.00","5.00","5.00","5.00","-","5.00","5.00","5.00","5.00","3.75","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","-","5.00"
"S8e7a2669","Finished","15 January 2019  6:45 PM","15 January 2019  7:31 PM","45 mins 53 secs",75.25,"5.00","5.00","3.75","0.00","2.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00","2.00","2.50","5.00","5.00","0.00","5.00","5.00"
"Safa6a1dd","Finished","15 January 2019  6:48 PM","15 January 2019  8:09 PM","1 hour 21 mins",100,"5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S08e521da","Finished","15 January 2019  7:30 PM","15 January 2019  8:34 PM","1 hour 4 mins",75.75,"5.00","5.00","5.00","0.00","0.00","5.00","-","5.00","5.00","3.75","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","-","5.00"
"S78c48339","Finished","15 January 2019  8:13 PM","15 January 2019  9:24 PM","1 hour 11 mins",92,"5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","2.00","0.00","5.00","5.00","5.00","5.00","5.00"
"S80aab1ae","Finished","15 January 2019  8:13 PM","15 January 2019  9:26 PM","1 hour 12 mins",97,"5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S9f26785c","Finished","15 January 2019  8:17 PM","15 January 2019  9:47 PM","1 hour 29 mins",41.5,"5.00","0.00","2.50","5.00","-","-","0.00","5.00","2.50","-","-","-","2.00","2.00","2.50","5.00","5.00","0.00","-","5.00"
"Sa6dc3ee3","Finished","15 January 2019  8:27 PM","15 January 2019  9:24 PM","57 mins 4 secs",85,"5.00","5.00","5.00","5.00","-","5.00","-","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","-","5.00"
"Sc9b15ce7","Finished","15 January 2019  8:50 PM","15 January 2019  10:12 PM","1 hour 21 mins",95,"5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"Sd9ffcaab","Finished","15 January 2019  9:11 PM","15 January 2019  10:08 PM","57 mins 2 secs",69,"5.00","5.00","2.50","5.00","2.00","2.50","5.00","5.00","0.00","0.00","5.00","5.00","2.00","0.00","5.00","5.00","5.00","5.00","0.00","5.00"
"S9c34b999","Finished","15 January 2019  9:24 PM","15 January 2019  10:34 PM","1 hour 9 mins",64.5,"5.00","0.00","5.00","5.00","0.00","2.50","0.00","0.00","2.50","2.50","2.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S23ca468d","Finished","15 January 2019  9:42 PM","15 January 2019  11:03 PM","1 hour 21 mins",84.13,"5.00","5.00","3.75","5.00","2.00","5.00","5.00","5.00","5.00","4.38","5.00","5.00","5.00","4.00","5.00","5.00","5.00","0.00","5.00","0.00"
"S14e8cb12","Finished","15 January 2019  10:04 PM","15 January 2019  10:40 PM","36 mins 28 secs",84.5,"5.00","5.00","3.75","5.00","2.00","5.00","-","5.00","5.00","3.75","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00"
"S3a1d7bf4","Finished","15 January 2019  11:45 PM","16 January 2019  1:12 AM","1 hour 27 mins",75.75,"5.00","5.00","5.00","0.00","0.00","5.00","5.00","5.00","5.00","3.75","2.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","-","0.00"
"Sed4f3a5b","Finished","16 January 2019  1:29 AM","16 January 2019  2:27 AM","58 mins 32 secs",64.88,"5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","0.00","1.88","2.00","5.00","5.00","1.00","0.00","5.00","5.00","0.00","0.00","5.00"
"S973e48d9","Finished","16 January 2019  8:11 AM","16 January 2019  8:57 AM","46 mins 19 secs",32.5,"5.00","5.00","5.00","5.00","0.00","5.00","-","5.00","2.50","-","-","-","-","-","-","-","-","-","-","0.00"
"See75b42f","Finished","16 January 2019  9:22 AM","16 January 2019  10:49 AM","1 hour 27 mins",86.25,"5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","5.00","1.25","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00"
"Sc32a18f0","Finished","16 January 2019  10:01 AM","16 January 2019  11:24 AM","1 hour 23 mins",88.75,"5.00","5.00","3.75","0.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S51ecd7a0","Finished","16 January 2019  10:08 AM","16 January 2019  11:40 AM","1 hour 31 mins",13.13,"5.00","0.00","1.25","0.00","-","5.00","-","0.00","0.00","1.88","-","-","-","-","-","-","-","-","-","-"
"S1e21d69a","Finished","16 January 2019  11:54 AM","16 January 2019  12:38 PM","43 mins 46 secs",69.5,"0.00","5.00","5.00","5.00","-","5.00","0.00","5.00","5.00","2.50","5.00","5.00","2.00","-","5.00","5.00","5.00","5.00","5.00","-"
"Sa1413557","Finished","16 January 2019  12:11 PM","16 January 2019  12:50 PM","38 mins 36 secs",97,"5.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S729b1e96","Finished","16 January 2019  12:18 PM","16 January 2019  12:51 PM","33 mins 9 secs",80.25,"5.00","5.00","5.00","5.00","2.00","5.00","0.00","5.00","5.00","1.25","2.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00"
"Secca0069","Finished","16 January 2019  12:35 PM","16 January 2019  1:00 PM","24 mins 18 secs",78.25,"5.00","5.00","5.00","5.00","-","5.00","-","5.00","2.50","3.75","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00"
"S1289c67c","Finished","16 January 2019  1:20 PM","16 January 2019  2:49 PM","1 hour 29 mins",95.75,"5.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","3.75","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S4c499f8b","Finished","16 January 2019  1:21 PM","16 January 2019  2:28 PM","1 hour 7 mins",82.25,"5.00","5.00","5.00","5.00","2.00","5.00","0.00","5.00","2.50","3.75","5.00","4.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00"
"Sa419c271","Finished","16 January 2019  1:27 PM","16 January 2019  2:31 PM","1 hour 4 mins",90,"5.00","0.00","5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
