"AnonID","State","Started.on","Completed","Time.taken","Grade.100.00","Q1..5.00","Q2..5.00","Q3..5.00","Q4..5.00","Q5..5.00","Q6..5.00","Q7..5.00","Q8..5.00","Q9..5.00","Q10..5.00","Q11..5.00","Q12..5.00","Q13..5.00","Q14..5.00","Q15..5.00","Q16..5.00","Q17..5.00","Q18..5.00","Q19..5.00","Q20..5.00"
"Sb4bc4970","Finished","20 August 2018  12:13 AM","20 August 2018  1:43 AM","1 hour 30 mins",59.5,"5.00","5.00","2.50","0.00","-","5.00","0.00","5.00","0.00","5.00","5.00","5.00","2.00","0.00","-","5.00","5.00","5.00","0.00","5.00"
"S765a5efa","Finished","20 August 2018  12:28 AM","20 August 2018  1:26 AM","58 mins 7 secs",95,"5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S12a2a30b","Finished","20 August 2018  10:25 AM","20 August 2018  11:42 AM","1 hour 16 mins",84,"5.00","5.00","5.00","5.00","2.00","5.00","0.00","0.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S125df13a","Finished","20 August 2018  11:13 AM","20 August 2018  12:43 PM","1 hour 30 mins",59.25,"5.00","5.00","5.00","0.00","2.00","5.00","0.00","5.00","-","0.00","2.00","5.00","2.00","2.00","1.25","5.00","5.00","5.00","-","5.00"
"S74eafd06","Finished","20 August 2018  9:54 PM","20 August 2018  11:23 PM","1 hour 29 mins",49.75,"2.50","-","1.25","0.00","-","5.00","-","5.00","0.00","-","2.00","5.00","2.00","2.00","5.00","5.00","5.00","5.00","-","5.00"
"S8f6ea60e","Finished","21 August 2018  1:19 AM","21 August 2018  2:37 AM","1 hour 18 mins",95,"5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S68278038","Finished","21 August 2018  2:01 AM","21 August 2018  2:27 AM","26 mins 35 secs",100,"5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S3669b50b","Finished","21 August 2018  11:41 AM","21 August 2018  12:43 PM","1 hour 2 mins",77.88,"5.00","5.00","5.00","5.00","2.00","5.00","0.00","5.00","5.00","1.88","5.00","4.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","0.00"
"S77c0c7f8","Finished","21 August 2018  11:53 AM","21 August 2018  1:12 PM","1 hour 18 mins",81.38,"5.00","5.00","5.00","5.00","2.00","0.00","0.00","5.00","5.00","4.38","5.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"Sa3dce1b6","Finished","21 August 2018  12:27 PM","21 August 2018  1:46 PM","1 hour 19 mins",46.75,"5.00","5.00","2.50","5.00","-","0.00","0.00","0.00","2.50","1.25","1.00","0.00","5.00","2.00","2.50","5.00","5.00","5.00","0.00","0.00"
"S9b76d811","Finished","21 August 2018  12:39 PM","21 August 2018  1:40 PM","1 hour",86.38,"5.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","1.88","5.00","5.00","5.00","5.00","2.50","5.00","5.00","5.00","5.00","0.00"
"Sfdeab15a","Finished","21 August 2018  1:36 PM","21 August 2018  2:55 PM","1 hour 19 mins",82.5,"5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","2.50","-","5.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"Sd37c1370","Finished","21 August 2018  2:30 PM","21 August 2018  3:57 PM","1 hour 27 mins",50.75,"5.00","0.00","1.25","5.00","-","5.00","0.00","5.00","2.50","2.50","5.00","5.00","2.00","-","2.50","5.00","5.00","-","-","0.00"
"S60367574","Finished","21 August 2018  5:38 PM","21 August 2018  7:01 PM","1 hour 23 mins",92,"5.00","5.00","5.00","5.00","2.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S12980414","Finished","21 August 2018  7:43 PM","21 August 2018  9:00 PM","1 hour 17 mins",92.5,"5.00","0.00","3.75","5.00","5.00","5.00","5.00","5.00","5.00","3.75","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"Sfb233a8e","Finished","21 August 2018  8:36 PM","21 August 2018  9:32 PM","56 mins 33 secs",77.5,"5.00","5.00","5.00","5.00","2.00","5.00","0.00","5.00","5.00","2.50","2.00","4.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","0.00"
"S3c3ba7ad","Finished","21 August 2018  10:35 PM","21 August 2018  11:51 PM","1 hour 15 mins",85,"5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","5.00","0.00","0.00","5.00"
"S6e1374d6","Finished","22 August 2018  2:47 AM","22 August 2018  3:45 AM","57 mins 40 secs",89.5,"5.00","5.00","5.00","5.00","2.00","5.00","0.00","5.00","2.50","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"Sa6eeb0ba","Finished","22 August 2018  8:41 AM","22 August 2018  9:59 AM","1 hour 18 mins",61.63,"5.00","5.00","5.00","5.00","-","-","0.00","5.00","2.50","3.13","2.00","5.00","5.00","4.00","5.00","5.00","5.00","0.00","-","0.00"
"Sf60da47f","Finished","22 August 2018  9:10 AM","22 August 2018  10:31 AM","1 hour 21 mins",84.38,"5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","5.00","4.38","5.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00","0.00","5.00"
"Sd9d4449e","Finished","22 August 2018  11:51 AM","22 August 2018  1:12 PM","1 hour 20 mins",71.88,"5.00","5.00","5.00","5.00","0.00","5.00","0.00","5.00","5.00","1.88","0.00","5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","0.00"
"S226df75a","Finished","22 August 2018  1:41 PM","22 August 2018  2:38 PM","57 mins 21 secs",88.88,"5.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","1.88","5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00"
"S13259f69","Finished","22 August 2018  4:50 PM","22 August 2018  6:20 PM","1 hour 29 mins",86.5,"5.00","5.00","3.75","5.00","-","5.00","-","5.00","5.00","3.75","5.00","4.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"Sbdb60434","Finished","22 August 2018  7:29 PM","22 August 2018  8:52 PM","1 hour 23 mins",81.25,"0.00","0.00","5.00","5.00","5.00","5.00","5.00","0.00","2.50","3.75","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S544c6710","Finished","22 August 2018  9:00 PM","22 August 2018  10:25 PM","1 hour 25 mins",48.75,"5.00","0.00","2.50","0.00","2.00","2.50","0.00","0.00","2.50","1.25","5.00","5.00","2.00","1.00","0.00","5.00","5.00","5.00","5.00","0.00"
"Sa10881b6","Finished","23 August 2018  12:43 AM","23 August 2018  2:13 AM","1 hour 29 mins",72.13,"5.00","0.00","1.25","5.00","2.00","5.00","0.00","5.00","5.00","3.13","5.00","5.00","2.00","5.00","3.75","5.00","5.00","5.00","5.00","0.00"
"Scfc76ac9","Finished","23 August 2018  4:31 AM","23 August 2018  6:01 AM","1 hour 30 mins",91.25,"5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","1.25","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00"
"Sfadc4868","Finished","23 August 2018  9:13 AM","23 August 2018  10:42 AM","1 hour 28 mins",83.88,"5.00","5.00","5.00","5.00","0.00","5.00","0.00","5.00","2.50","4.38","2.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S68840502","Finished","23 August 2018  11:32 AM","23 August 2018  12:42 PM","1 hour 9 mins",92.5,"5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","2.50","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S015e5b7e","Finished","23 August 2018  12:46 PM","23 August 2018  2:16 PM","1 hour 30 mins",41.5,"2.50","5.00","5.00","-","0.00","-","0.00","5.00","0.00","0.00","-","5.00","2.00","2.00","5.00","5.00","5.00","0.00","0.00","0.00"
"S35198e03","Finished","23 August 2018  1:01 PM","23 August 2018  2:23 PM","1 hour 22 mins",78.25,"5.00","5.00","5.00","5.00","2.00","0.00","0.00","5.00","0.00","1.25","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S132865c1","Finished","23 August 2018  2:04 PM","23 August 2018  3:01 PM","56 mins 27 secs",59.5,"5.00","-","2.50","-","-","-","0.00","0.00","5.00","-","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S8ff29352","Finished","23 August 2018  2:26 PM","23 August 2018  3:26 PM","1 hour",83.25,"5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","1.25","5.00","5.00","5.00","2.00","5.00","5.00","0.00","5.00","5.00","5.00"
"S2f67db7f","Finished","23 August 2018  2:31 PM","23 August 2018  3:31 PM","1 hour",93.13,"5.00","5.00","5.00","5.00","-","5.00","5.00","5.00","5.00","3.13","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"Sd79d44c4","Finished","23 August 2018  3:03 PM","23 August 2018  4:14 PM","1 hour 11 mins",50,"5.00","0.00","1.25","5.00","0.00","5.00","0.00","5.00","2.50","1.25","5.00","0.00","0.00","0.00","5.00","5.00","5.00","0.00","5.00","0.00"
"S75505887","Finished","23 August 2018  5:34 PM","23 August 2018  7:02 PM","1 hour 28 mins",79,"5.00","5.00","5.00","5.00","2.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","2.00","5.00","0.00","5.00","5.00","5.00","5.00","0.00"
"S785b736f","Finished","23 August 2018  8:09 PM","23 August 2018  9:35 PM","1 hour 25 mins",51,"5.00","0.00","2.50","5.00","2.00","5.00","5.00","5.00","0.00","2.50","5.00","0.00","2.00","2.00","0.00","5.00","5.00","0.00","0.00","0.00"
"S75851dad","Finished","24 August 2018  1:24 AM","24 August 2018  2:46 AM","1 hour 22 mins",97,"5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S89bc2f68","Finished","24 August 2018  6:33 AM","24 August 2018  7:45 AM","1 hour 11 mins",89.5,"5.00","5.00","5.00","5.00","2.00","5.00","0.00","5.00","2.50","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S8a7f94e6","Finished","24 August 2018  9:45 AM","24 August 2018  11:10 AM","1 hour 25 mins",79,"5.00","0.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","-","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","0.00"
"S9f823e84","Finished","24 August 2018  10:02 AM","24 August 2018  11:23 AM","1 hour 20 mins",87.75,"5.00","5.00","5.00","5.00","2.00","5.00","0.00","5.00","5.00","3.75","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S733c31a2","Finished","24 August 2018  10:38 AM","24 August 2018  11:17 AM","39 mins 38 secs",85.13,"5.00","0.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","3.13","5.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","5.00"
"Sd4ea301f","Finished","24 August 2018  10:51 AM","24 August 2018  12:10 PM","1 hour 18 mins",95,"5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"Sc1fdb974","Finished","24 August 2018  12:39 PM","24 August 2018  1:32 PM","52 mins 12 secs",89.25,"5.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","2.50","3.75","5.00","5.00","2.00","4.00","5.00","5.00","5.00","5.00","5.00","5.00"
"Sdabf92e8","Finished","24 August 2018  12:49 PM","24 August 2018  1:46 PM","56 mins 42 secs",92,"5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00"
"Sbf06a7c8","Finished","24 August 2018  1:23 PM","24 August 2018  2:53 PM","1 hour 30 mins",75,"5.00","0.00","3.75","5.00","2.00","5.00","5.00","5.00","5.00","1.25","5.00","1.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","0.00"
"Sa6dc3ee3","Finished","24 August 2018  3:08 PM","24 August 2018  4:38 PM","1 hour 30 mins",93.75,"5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","3.75","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"Sc8414c1a","Finished","24 August 2018  4:38 PM","24 August 2018  5:36 PM","57 mins 44 secs",27.13,"5.00","0.00","3.75","0.00","-","-","0.00","0.00","5.00","0.63","1.00","0.00","2.00","1.00","3.75","5.00","0.00","-","-","-"
"S30f28c02","Finished","24 August 2018  4:54 PM","24 August 2018  6:23 PM","1 hour 29 mins",82.5,"0.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","2.50","5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","0.00"
"S2d64f805","Finished","24 August 2018  7:10 PM","24 August 2018  8:31 PM","1 hour 21 mins",79.63,"5.00","5.00","5.00","5.00","0.00","5.00","0.00","0.00","5.00","0.63","5.00","5.00","5.00","4.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S36870e09","Finished","24 August 2018  7:16 PM","24 August 2018  8:29 PM","1 hour 12 mins",59,"5.00","-","2.50","5.00","5.00","5.00","0.00","5.00","5.00","1.25","2.00","0.00","2.00","5.00","1.25","5.00","5.00","5.00","0.00","0.00"
"S275dfefc","Finished","24 August 2018  7:48 PM","24 August 2018  9:05 PM","1 hour 16 mins",58.13,"5.00","0.00","5.00","0.00","-","5.00","0.00","0.00","5.00","3.13","2.00","5.00","3.00","5.00","5.00","5.00","5.00","5.00","0.00","0.00"
"Sd04a3a15","Finished","24 August 2018  7:48 PM","24 August 2018  9:16 PM","1 hour 27 mins",76.5,"0.00","0.00","5.00","5.00","2.00","5.00","0.00","5.00","5.00","2.50","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S791c69cd","Finished","24 August 2018  8:02 PM","24 August 2018  9:31 PM","1 hour 28 mins",63.75,"5.00","0.00","3.75","5.00","0.00","5.00","0.00","0.00","5.00","5.00","2.00","5.00","2.00","1.00","5.00","5.00","5.00","0.00","5.00","5.00"
"S08698fd9","Finished","24 August 2018  9:16 PM","24 August 2018  10:24 PM","1 hour 8 mins",58.5,"5.00","0.00","3.75","5.00","2.00","5.00","0.00","5.00","0.00","-","5.00","5.00","2.00","2.00","3.75","5.00","5.00","0.00","5.00","0.00"
"S5ea68311","Finished","25 August 2018  5:14 AM","25 August 2018  6:38 AM","1 hour 24 mins",82.5,"5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","2.50","5.00","5.00","5.00","5.00","5.00","0.00","5.00","5.00","0.00","5.00","5.00"
"S65cbe81c","Finished","25 August 2018  12:01 PM","25 August 2018  1:20 PM","1 hour 18 mins",78.25,"5.00","5.00","5.00","5.00","2.00","2.50","0.00","5.00","2.50","1.25","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00"
"Sbcb57b84","Finished","25 August 2018  12:06 PM","25 August 2018  1:35 PM","1 hour 28 mins",65.75,"5.00","0.00","5.00","5.00","-","5.00","5.00","0.00","5.00","0.00","-","5.00","5.00","2.00","3.75","5.00","5.00","5.00","5.00","0.00"
"Sf2824555","Finished","25 August 2018  12:42 PM","25 August 2018  2:02 PM","1 hour 19 mins",82.75,"5.00","5.00","5.00","5.00","2.00","5.00","0.00","5.00","5.00","3.75","2.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00"
"S4e92b6cb","Finished","25 August 2018  5:17 PM","25 August 2018  6:32 PM","1 hour 14 mins",100,"5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S65162794","Finished","25 August 2018  7:29 PM","25 August 2018  8:58 PM","1 hour 28 mins",77,"5.00","0.00","5.00","5.00","-","5.00","5.00","5.00","2.50","2.50","5.00","5.00","5.00","2.00","5.00","5.00","5.00","0.00","5.00","5.00"
"S3a1d7bf4","Finished","25 August 2018  9:27 PM","25 August 2018  10:57 PM","1 hour 30 mins",73.13,"5.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","3.13","2.00","1.00","5.00","5.00","-","5.00","5.00","5.00","-","0.00"
"S9825f55c","Finished","26 August 2018  6:00 AM","26 August 2018  7:30 AM","1 hour 30 mins",32,"0.00","0.00","5.00","-","2.00","-","0.00","5.00","5.00","-","-","0.00","-","-","5.00","5.00","5.00","-","-","-"
"Sf51df987","Finished","26 August 2018  11:13 AM","26 August 2018  12:08 PM","55 mins 8 secs",49.25,"0.00","0.00","5.00","5.00","2.00","5.00","0.00","0.00","2.50","1.25","2.00","5.00","2.00","2.00","2.50","5.00","5.00","5.00","0.00","0.00"
"Sf34e7e3e","Finished","26 August 2018  11:54 AM","26 August 2018  12:52 PM","57 mins 51 secs",54.5,"5.00","0.00","2.50","0.00","0.00","5.00","5.00","5.00","0.00","0.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","0.00","0.00","0.00"
"S5f690c5f","Finished","26 August 2018  2:29 PM","26 August 2018  3:45 PM","1 hour 16 mins",66,"5.00","5.00","5.00","5.00","0.00","5.00","0.00","5.00","0.00","-","4.00","5.00","5.00","2.00","0.00","5.00","5.00","5.00","-","5.00"
"Sb94942c5","Finished","26 August 2018  3:06 PM","26 August 2018  4:35 PM","1 hour 29 mins",80.13,"5.00","5.00","5.00","5.00","2.00","-","0.00","5.00","2.50","0.63","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S392df1cd","Finished","26 August 2018  3:36 PM","26 August 2018  5:04 PM","1 hour 27 mins",83.75,"5.00","5.00","3.75","5.00","0.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S5e193eeb","Finished","26 August 2018  4:08 PM","26 August 2018  5:09 PM","1 hour 1 min",90,"5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S4f466143","Finished","26 August 2018  5:20 PM","26 August 2018  6:33 PM","1 hour 13 mins",62.75,"5.00","5.00","3.75","5.00","2.00","-","0.00","5.00","5.00","-","2.00","5.00","0.00","5.00","0.00","5.00","5.00","5.00","5.00","0.00"
"S3b8753c0","Finished","26 August 2018  11:12 PM","27 August 2018  12:32 AM","1 hour 19 mins",86.25,"5.00","5.00","3.75","5.00","0.00","5.00","5.00","0.00","2.50","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S8611ee50","Finished","27 August 2018  12:43 AM","27 August 2018  1:43 AM","1 hour",85,"5.00","5.00","5.00","5.00","5.00","-","5.00","5.00","5.00","-","5.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S0063c911","Finished","27 August 2018  4:06 AM","27 August 2018  5:02 AM","56 mins 13 secs",100,"5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S7352a8e9","Finished","27 August 2018  6:47 AM","27 August 2018  8:08 AM","1 hour 20 mins",95,"5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"Sf984fcc8","Finished","27 August 2018  8:21 AM","27 August 2018  9:49 AM","1 hour 27 mins",88.88,"5.00","5.00","5.00","5.00","2.00","5.00","0.00","5.00","2.50","4.38","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"Sa2070adf","Finished","27 August 2018  1:35 PM","27 August 2018  2:58 PM","1 hour 23 mins",84.38,"5.00","5.00","5.00","5.00","0.00","5.00","0.00","5.00","5.00","4.38","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00"
"S33ca2f7d","Finished","27 August 2018  2:42 PM","27 August 2018  4:12 PM","1 hour 30 mins",90.75,"5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","3.75","5.00","5.00","5.00","2.00","0.00","5.00","5.00","5.00","5.00","5.00"
"S2294b701","Finished","27 August 2018  3:00 PM","27 August 2018  4:03 PM","1 hour 3 mins",70.5,"2.50","0.00","3.75","5.00","5.00","5.00","5.00","5.00","0.00","1.25","1.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","0.00"
"Se90a671f","Finished","27 August 2018  3:17 PM","27 August 2018  4:46 PM","1 hour 29 mins",90,"5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00"
"S321fa1c2","Finished","27 August 2018  3:40 PM","27 August 2018  5:04 PM","1 hour 24 mins",41.25,"5.00","0.00","3.75","0.00","-","-","-","0.00","2.50","-","1.00","5.00","2.00","2.00","5.00","5.00","5.00","0.00","5.00","0.00"
"Sd82d7ae8","Finished","27 August 2018  3:51 PM","27 August 2018  4:56 PM","1 hour 5 mins",85,"5.00","0.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00"
"S52f098f1","Finished","27 August 2018  7:03 PM","27 August 2018  8:33 PM","1 hour 30 mins",72.13,"2.50","5.00","3.75","5.00","2.00","5.00","5.00","0.00","2.50","4.38","5.00","5.00","5.00","2.00","0.00","5.00","5.00","5.00","-","5.00"
"S17244c7d","Finished","28 August 2018  12:46 AM","28 August 2018  1:42 AM","55 mins 45 secs",34.5,"0.00","5.00","3.75","0.00","0.00","5.00","0.00","0.00","5.00","0.00","2.00","0.00","0.00","0.00","3.75","5.00","5.00","0.00","0.00","0.00"
"S266108a3","Finished","28 August 2018  1:57 AM","28 August 2018  3:27 AM","1 hour 30 mins",88.75,"5.00","5.00","3.75","5.00","5.00","-","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00"
"S0b2a88fd","Finished","28 August 2018  7:31 AM","28 August 2018  8:59 AM","1 hour 27 mins",94.38,"5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","5.00","4.38","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S8e7a2669","Finished","28 August 2018  8:41 AM","28 August 2018  9:51 AM","1 hour 9 mins",53.13,"0.00","5.00","5.00","5.00","-","5.00","0.00","5.00","0.00","3.13","5.00","5.00","0.00","-","5.00","0.00","5.00","0.00","0.00","5.00"
"Sc5f1ce32","Finished","28 August 2018  9:38 AM","28 August 2018  10:28 AM","49 mins 29 secs",72.25,"5.00","5.00","3.75","5.00","-","5.00","5.00","5.00","2.50","-","4.00","5.00","5.00","2.00","5.00","5.00","5.00","0.00","0.00","5.00"
"S0cc18340","Finished","28 August 2018  10:21 AM","28 August 2018  11:40 AM","1 hour 19 mins",79,"0.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","-","2.00","5.00","2.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00"
"S10febda5","Finished","28 August 2018  11:35 AM","28 August 2018  1:05 PM","1 hour 30 mins",58.38,"5.00","5.00","1.25","5.00","-","2.50","0.00","5.00","0.00","0.63","2.00","5.00","5.00","2.00","5.00","0.00","5.00","5.00","0.00","5.00"
"S03e611dd","Finished","28 August 2018  12:29 PM","28 August 2018  1:59 PM","1 hour 30 mins",83.25,"5.00","5.00","5.00","5.00","2.00","2.50","5.00","5.00","2.50","1.25","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00"
